,CO2 per cápita (toneladas métricas),intervalos,frecuencias
4403,5.844711547,"(-0.00042, 19.969]",8744.0
4404,6.018705804,"(-0.00042, 19.969]",8744.0
4405,5.917168052,"(-0.00042, 19.969]",8744.0
4406,5.762720948,"(-0.00042, 19.969]",8744.0
4407,5.74324842,"(-0.00042, 19.969]",8744.0
4408,5.465860201,"(-0.00042, 19.969]",8744.0
4409,5.590715986,"(-0.00042, 19.969]",8744.0
4410,5.52182927,"(-0.00042, 19.969]",8744.0
4411,5.83089647,"(-0.00042, 19.969]",8744.0
4412,5.684910755,"(-0.00042, 19.969]",8744.0
4413,5.751848927,"(-0.00042, 19.969]",8744.0
4414,5.698187039,"(-0.00042, 19.969]",8744.0
4415,5.572459521,"(-0.00042, 19.969]",8744.0
4416,5.463501182,"(-0.00042, 19.969]",8744.0
4417,4.867185924,"(-0.00042, 19.969]",8744.0
4418,5.074749628,"(-0.00042, 19.969]",8744.0
4419,4.862989931,"(-0.00042, 19.969]",8744.0
4420,0.243805292,"(-0.00042, 19.969]",8744.0
4421,0.288719865,"(-0.00042, 19.969]",8744.0
4422,0.248446979,"(-0.00042, 19.969]",8744.0
4423,0.239681349,"(-0.00042, 19.969]",8744.0
4424,0.229361138,"(-0.00042, 19.969]",8744.0
4425,0.246138797,"(-0.00042, 19.969]",8744.0
4426,0.226991958,"(-0.00042, 19.969]",8744.0
4427,0.231915478,"(-0.00042, 19.969]",8744.0
4428,0.253505277,"(-0.00042, 19.969]",8744.0
4429,0.298673302,"(-0.00042, 19.969]",8744.0
4430,0.311951855,"(-0.00042, 19.969]",8744.0
4431,0.330621478,"(-0.00042, 19.969]",8744.0
4432,0.358007997,"(-0.00042, 19.969]",8744.0
4433,0.39547025,"(-0.00042, 19.969]",8744.0
4434,0.402156668,"(-0.00042, 19.969]",8744.0
4435,0.412805019,"(-0.00042, 19.969]",8744.0
4436,0.461238948,"(-0.00042, 19.969]",8744.0
4437,0.600297744,"(-0.00042, 19.969]",8744.0
4438,0.667780175,"(-0.00042, 19.969]",8744.0
4439,0.660145713,"(-0.00042, 19.969]",8744.0
4440,0.642649541,"(-0.00042, 19.969]",8744.0
4441,0.663407119,"(-0.00042, 19.969]",8744.0
4442,0.682224208,"(-0.00042, 19.969]",8744.0
4443,0.664097632,"(-0.00042, 19.969]",8744.0
4444,0.694402064,"(-0.00042, 19.969]",8744.0
4445,0.734768045,"(-0.00042, 19.969]",8744.0
4446,0.722917266,"(-0.00042, 19.969]",8744.0
4447,0.718414527,"(-0.00042, 19.969]",8744.0
4448,0.755209446,"(-0.00042, 19.969]",8744.0
4449,0.734806322,"(-0.00042, 19.969]",8744.0
4450,0.824341653,"(-0.00042, 19.969]",8744.0
4451,0.973544534,"(-0.00042, 19.969]",8744.0
4452,1.078897628,"(-0.00042, 19.969]",8744.0
4453,1.145267204,"(-0.00042, 19.969]",8744.0
4454,1.141660103,"(-0.00042, 19.969]",8744.0
4455,1.142077453,"(-0.00042, 19.969]",8744.0
4456,1.266918319,"(-0.00042, 19.969]",8744.0
4457,1.37369341,"(-0.00042, 19.969]",8744.0
4458,1.021663214,"(-0.00042, 19.969]",8744.0
4459,1.159817226,"(-0.00042, 19.969]",8744.0
4460,1.245241619,"(-0.00042, 19.969]",8744.0
4461,1.375191469,"(-0.00042, 19.969]",8744.0
4462,1.411135411,"(-0.00042, 19.969]",8744.0
4463,1.437952342,"(-0.00042, 19.969]",8744.0
4464,1.512238393,"(-0.00042, 19.969]",8744.0
4465,1.511534344,"(-0.00042, 19.969]",8744.0
4466,1.505337668,"(-0.00042, 19.969]",8744.0
4467,1.616659186,"(-0.00042, 19.969]",8744.0
4468,1.752149102,"(-0.00042, 19.969]",8744.0
4469,1.90009103,"(-0.00042, 19.969]",8744.0
4470,1.80860092,"(-0.00042, 19.969]",8744.0
4471,2.303780983,"(-0.00042, 19.969]",8744.0
4524,0.268161407,"(-0.00042, 19.969]",8744.0
4525,0.284291728,"(-0.00042, 19.969]",8744.0
4526,0.306519469,"(-0.00042, 19.969]",8744.0
4527,0.322532993,"(-0.00042, 19.969]",8744.0
4528,0.308900447,"(-0.00042, 19.969]",8744.0
4529,0.33333065,"(-0.00042, 19.969]",8744.0
4530,0.337853982,"(-0.00042, 19.969]",8744.0
4531,0.331763432,"(-0.00042, 19.969]",8744.0
4532,0.35328108,"(-0.00042, 19.969]",8744.0
4533,0.351990681,"(-0.00042, 19.969]",8744.0
4534,0.352279914,"(-0.00042, 19.969]",8744.0
4535,0.3633376,"(-0.00042, 19.969]",8744.0
4536,0.375731112,"(-0.00042, 19.969]",8744.0
4537,0.378031307,"(-0.00042, 19.969]",8744.0
4538,0.3819147,"(-0.00042, 19.969]",8744.0
4539,0.40566208,"(-0.00042, 19.969]",8744.0
4540,0.414638121,"(-0.00042, 19.969]",8744.0
4541,0.484985962,"(-0.00042, 19.969]",8744.0
4542,0.477575976,"(-0.00042, 19.969]",8744.0
4543,0.487174492,"(-0.00042, 19.969]",8744.0
4544,0.499951925,"(-0.00042, 19.969]",8744.0
4545,0.525284022,"(-0.00042, 19.969]",8744.0
4546,0.545553419,"(-0.00042, 19.969]",8744.0
4547,0.578452649,"(-0.00042, 19.969]",8744.0
4548,0.584714088,"(-0.00042, 19.969]",8744.0
4549,0.627124721,"(-0.00042, 19.969]",8744.0
4550,0.657650963,"(-0.00042, 19.969]",8744.0
4551,0.687149484,"(-0.00042, 19.969]",8744.0
4552,0.726153879,"(-0.00042, 19.969]",8744.0
4553,0.777433818,"(-0.00042, 19.969]",8744.0
4554,0.793217741,"(-0.00042, 19.969]",8744.0
4555,0.830433563,"(-0.00042, 19.969]",8744.0
4556,0.864498223,"(-0.00042, 19.969]",8744.0
4557,0.880821147,"(-0.00042, 19.969]",8744.0
4558,0.917597877,"(-0.00042, 19.969]",8744.0
4559,0.957509198,"(-0.00042, 19.969]",8744.0
4560,1.023418661,"(-0.00042, 19.969]",8744.0
4561,1.046223539,"(-0.00042, 19.969]",8744.0
4562,1.054613051,"(-0.00042, 19.969]",8744.0
4563,1.105715817,"(-0.00042, 19.969]",8744.0
4564,1.126420999,"(-0.00042, 19.969]",8744.0
4565,1.123105104,"(-0.00042, 19.969]",8744.0
4566,1.125301008,"(-0.00042, 19.969]",8744.0
4567,1.156575887,"(-0.00042, 19.969]",8744.0
4568,1.197178135,"(-0.00042, 19.969]",8744.0
4569,1.233151431,"(-0.00042, 19.969]",8744.0
4570,1.294535658,"(-0.00042, 19.969]",8744.0
4571,1.365786853,"(-0.00042, 19.969]",8744.0
4572,1.497886363,"(-0.00042, 19.969]",8744.0
4573,1.619048654,"(-0.00042, 19.969]",8744.0
4574,1.584869945,"(-0.00042, 19.969]",8744.0
4575,1.662873483,"(-0.00042, 19.969]",8744.0
4576,3.952726791,"(-0.00042, 19.969]",8744.0
4577,4.377964877,"(-0.00042, 19.969]",8744.0
4578,4.626338041,"(-0.00042, 19.969]",8744.0
4579,4.718965523,"(-0.00042, 19.969]",8744.0
4580,4.964723099,"(-0.00042, 19.969]",8744.0
4581,4.772847809,"(-0.00042, 19.969]",8744.0
4582,5.231136458,"(-0.00042, 19.969]",8744.0
4583,5.655047288,"(-0.00042, 19.969]",8744.0
4584,6.112609971,"(-0.00042, 19.969]",8744.0
4585,6.313294461,"(-0.00042, 19.969]",8744.0
4586,6.564577902,"(-0.00042, 19.969]",8744.0
4587,7.518940192,"(-0.00042, 19.969]",8744.0
4588,7.261912179,"(-0.00042, 19.969]",8744.0
4589,7.407792738,"(-0.00042, 19.969]",8744.0
4590,7.427501195,"(-0.00042, 19.969]",8744.0
4591,6.914247464,"(-0.00042, 19.969]",8744.0
4592,6.885427958,"(-0.00042, 19.969]",8744.0
4593,7.180491439,"(-0.00042, 19.969]",8744.0
4594,7.080434952,"(-0.00042, 19.969]",8744.0
4595,8.118213561,"(-0.00042, 19.969]",8744.0
4596,7.693307548,"(-0.00042, 19.969]",8744.0
4597,7.541085143,"(-0.00042, 19.969]",8744.0
4598,7.329160881,"(-0.00042, 19.969]",8744.0
4599,7.323345582,"(-0.00042, 19.969]",8744.0
4600,7.22723581,"(-0.00042, 19.969]",8744.0
4601,7.553554723,"(-0.00042, 19.969]",8744.0
4602,8.058782831,"(-0.00042, 19.969]",8744.0
4603,8.530299088,"(-0.00042, 19.969]",8744.0
4604,8.465951139,"(-0.00042, 19.969]",8744.0
4605,8.549696683,"(-0.00042, 19.969]",8744.0
4606,8.891027651,"(-0.00042, 19.969]",8744.0
4607,8.89089803,"(-0.00042, 19.969]",8744.0
4608,8.71812007,"(-0.00042, 19.969]",8744.0
4609,8.74540281,"(-0.00042, 19.969]",8744.0
4610,9.099106057,"(-0.00042, 19.969]",8744.0
4611,9.132847914,"(-0.00042, 19.969]",8744.0
4612,9.597180489,"(-0.00042, 19.969]",8744.0
4613,9.913613438,"(-0.00042, 19.969]",8744.0
4614,10.387556374,"(-0.00042, 19.969]",8744.0
4615,10.690085134,"(-0.00042, 19.969]",8744.0
4616,10.836670018,"(-0.00042, 19.969]",8744.0
4617,11.387282693,"(-0.00042, 19.969]",8744.0
4618,11.093477354,"(-0.00042, 19.969]",8744.0
4619,10.809633429,"(-0.00042, 19.969]",8744.0
4620,10.766051424,"(-0.00042, 19.969]",8744.0
4621,10.459981144,"(-0.00042, 19.969]",8744.0
4622,10.130263284,"(-0.00042, 19.969]",8744.0
4623,10.165034683,"(-0.00042, 19.969]",8744.0
4624,9.527000515,"(-0.00042, 19.969]",8744.0
4625,8.891436541,"(-0.00042, 19.969]",8744.0
4626,8.810150532,"(-0.00042, 19.969]",8744.0
4627,7.880759326,"(-0.00042, 19.969]",8744.0
4628,1.706877306,"(-0.00042, 19.969]",8744.0
4629,1.625488091,"(-0.00042, 19.969]",8744.0
4630,1.62374324,"(-0.00042, 19.969]",8744.0
4631,1.745819344,"(-0.00042, 19.969]",8744.0
4632,1.9565918,"(-0.00042, 19.969]",8744.0
4633,2.154490246,"(-0.00042, 19.969]",8744.0
4634,2.503897575,"(-0.00042, 19.969]",8744.0
4635,2.581574456,"(-0.00042, 19.969]",8744.0
4636,3.048311127,"(-0.00042, 19.969]",8744.0
4637,2.993535262,"(-0.00042, 19.969]",8744.0
4638,3.227174809,"(-0.00042, 19.969]",8744.0
4639,3.479508065,"(-0.00042, 19.969]",8744.0
4640,3.537769713,"(-0.00042, 19.969]",8744.0
4641,4.203392327,"(-0.00042, 19.969]",8744.0
4642,4.538511405,"(-0.00042, 19.969]",8744.0
4643,4.266554417,"(-0.00042, 19.969]",8744.0
4644,4.650696692,"(-0.00042, 19.969]",8744.0
4645,4.717541973,"(-0.00042, 19.969]",8744.0
4646,4.519131229,"(-0.00042, 19.969]",8744.0
4647,4.405604205,"(-0.00042, 19.969]",8744.0
4648,3.12956378,"(-0.00042, 19.969]",8744.0
4649,2.810002428,"(-0.00042, 19.969]",8744.0
4650,3.300025323,"(-0.00042, 19.969]",8744.0
4651,3.43757291,"(-0.00042, 19.969]",8744.0
4652,3.319743906,"(-0.00042, 19.969]",8744.0
4653,3.402987173,"(-0.00042, 19.969]",8744.0
4654,3.019342807,"(-0.00042, 19.969]",8744.0
4655,3.122878343,"(-0.00042, 19.969]",8744.0
4656,3.323853491,"(-0.00042, 19.969]",8744.0
4657,3.495811172,"(-0.00042, 19.969]",8744.0
4658,3.758908335,"(-0.00042, 19.969]",8744.0
4659,3.980517853,"(-0.00042, 19.969]",8744.0
4660,3.940709322,"(-0.00042, 19.969]",8744.0
4661,4.042862921,"(-0.00042, 19.969]",8744.0
4662,4.467541596,"(-0.00042, 19.969]",8744.0
4663,4.534732552,"(-0.00042, 19.969]",8744.0
4664,4.51380999,"(-0.00042, 19.969]",8744.0
4665,4.324781919,"(-0.00042, 19.969]",8744.0
4666,4.860891286,"(-0.00042, 19.969]",8744.0
4667,5.907867403,"(-0.00042, 19.969]",8744.0
4668,5.659871345,"(-0.00042, 19.969]",8744.0
4669,5.969319787,"(-0.00042, 19.969]",8744.0
4670,5.940885769,"(-0.00042, 19.969]",8744.0
4671,6.112766056,"(-0.00042, 19.969]",8744.0
4672,6.455102946,"(-0.00042, 19.969]",8744.0
4673,6.693014451,"(-0.00042, 19.969]",8744.0
4674,7.189315694,"(-0.00042, 19.969]",8744.0
4675,7.266882331,"(-0.00042, 19.969]",8744.0
4676,7.533279752,"(-0.00042, 19.969]",8744.0
4677,7.59209277,"(-0.00042, 19.969]",8744.0
4678,7.698029098,"(-0.00042, 19.969]",8744.0
4679,7.802145093,"(-0.00042, 19.969]",8744.0
4680,1.133839678,"(-0.00042, 19.969]",8744.0
4681,1.166516796,"(-0.00042, 19.969]",8744.0
4682,1.176904102,"(-0.00042, 19.969]",8744.0
4683,1.190893195,"(-0.00042, 19.969]",8744.0
4684,1.117409692,"(-0.00042, 19.969]",8744.0
4685,2.30594209,"(-0.00042, 19.969]",8744.0
4686,3.202363912,"(-0.00042, 19.969]",8744.0
4687,2.055756315,"(-0.00042, 19.969]",8744.0
4688,2.129157724,"(-0.00042, 19.969]",8744.0
4689,2.360357896,"(-0.00042, 19.969]",8744.0
4690,2.410655716,"(-0.00042, 19.969]",8744.0
4691,2.81427722,"(-0.00042, 19.969]",8744.0
4692,2.787998335,"(-0.00042, 19.969]",8744.0
4693,2.798342259,"(-0.00042, 19.969]",8744.0
4694,2.735264717,"(-0.00042, 19.969]",8744.0
4695,2.837671513,"(-0.00042, 19.969]",8744.0
4696,4.04372286,"(-0.00042, 19.969]",8744.0
4697,3.507796367,"(-0.00042, 19.969]",8744.0
4698,3.290803039,"(-0.00042, 19.969]",8744.0
4699,3.996996284,"(-0.00042, 19.969]",8744.0
4700,3.336820729,"(-0.00042, 19.969]",8744.0
4701,2.286935474,"(-0.00042, 19.969]",8744.0
4702,2.121058044,"(-0.00042, 19.969]",8744.0
4703,2.613795151,"(-0.00042, 19.969]",8744.0
4704,2.644239371,"(-0.00042, 19.969]",8744.0
4705,2.868125656,"(-0.00042, 19.969]",8744.0
4706,2.996115038,"(-0.00042, 19.969]",8744.0
4707,3.245533263,"(-0.00042, 19.969]",8744.0
4708,4.077842402,"(-0.00042, 19.969]",8744.0
4709,4.29676645,"(-0.00042, 19.969]",8744.0
4710,3.006870115,"(-0.00042, 19.969]",8744.0
4711,2.641446241,"(-0.00042, 19.969]",8744.0
4712,3.339282339,"(-0.00042, 19.969]",8744.0
4713,3.511820781,"(-0.00042, 19.969]",8744.0
4714,3.827487983,"(-0.00042, 19.969]",8744.0
4715,3.853134662,"(-0.00042, 19.969]",8744.0
4716,3.332500184,"(-0.00042, 19.969]",8744.0
4717,3.174299268,"(-0.00042, 19.969]",8744.0
4718,3.259873424,"(-0.00042, 19.969]",8744.0
4719,3.1580745,"(-0.00042, 19.969]",8744.0
4720,3.073001789,"(-0.00042, 19.969]",8744.0
4721,3.517985725,"(-0.00042, 19.969]",8744.0
4722,3.498262353,"(-0.00042, 19.969]",8744.0
4723,3.555056635,"(-0.00042, 19.969]",8744.0
4724,4.334412605,"(-0.00042, 19.969]",8744.0
4725,4.201798657,"(-0.00042, 19.969]",8744.0
4726,3.563542432,"(-0.00042, 19.969]",8744.0
4727,2.186766827,"(-0.00042, 19.969]",8744.0
4728,3.194050322,"(-0.00042, 19.969]",8744.0
4729,3.47996689,"(-0.00042, 19.969]",8744.0
4730,3.610434779,"(-0.00042, 19.969]",8744.0
4731,4.20163513,"(-0.00042, 19.969]",8744.0
4732,6.913193297,"(-0.00042, 19.969]",8744.0
4733,6.103849097,"(-0.00042, 19.969]",8744.0
4734,6.57485552,"(-0.00042, 19.969]",8744.0
4735,7.031677377,"(-0.00042, 19.969]",8744.0
4736,6.927178635,"(-0.00042, 19.969]",8744.0
4737,7.265879991,"(-0.00042, 19.969]",8744.0
4738,7.650130388,"(-0.00042, 19.969]",8744.0
4739,7.269387324,"(-0.00042, 19.969]",8744.0
4740,7.916823831,"(-0.00042, 19.969]",8744.0
4741,6.220785862,"(-0.00042, 19.969]",8744.0
4742,6.798114832,"(-0.00042, 19.969]",8744.0
4743,7.152587604,"(-0.00042, 19.969]",8744.0
4744,7.101254202,"(-0.00042, 19.969]",8744.0
4745,8.255702558,"(-0.00042, 19.969]",8744.0
4746,8.093643853,"(-0.00042, 19.969]",8744.0
4747,7.418820162,"(-0.00042, 19.969]",8744.0
4748,7.745282847,"(-0.00042, 19.969]",8744.0
4749,8.597153278,"(-0.00042, 19.969]",8744.0
4750,8.612332634,"(-0.00042, 19.969]",8744.0
4751,8.804633752,"(-0.00042, 19.969]",8744.0
4752,8.181464727,"(-0.00042, 19.969]",8744.0
4753,7.596047756,"(-0.00042, 19.969]",8744.0
4754,6.8366202,"(-0.00042, 19.969]",8744.0
4755,6.530059879,"(-0.00042, 19.969]",8744.0
4756,7.578628956,"(-0.00042, 19.969]",8744.0
4757,6.744466767,"(-0.00042, 19.969]",8744.0
4758,7.343650794,"(-0.00042, 19.969]",8744.0
4759,7.532101733,"(-0.00042, 19.969]",8744.0
4760,7.400368383,"(-0.00042, 19.969]",8744.0
4761,7.526825969,"(-0.00042, 19.969]",8744.0
4762,7.842665191,"(-0.00042, 19.969]",8744.0
4763,6.856146503,"(-0.00042, 19.969]",8744.0
4764,6.967183412,"(-0.00042, 19.969]",8744.0
4765,7.49459854,"(-0.00042, 19.969]",8744.0
4766,7.553975062,"(-0.00042, 19.969]",8744.0
4767,7.280037238,"(-0.00042, 19.969]",8744.0
4768,8.222645733,"(-0.00042, 19.969]",8744.0
4769,7.763336874,"(-0.00042, 19.969]",8744.0
4770,7.667265104,"(-0.00042, 19.969]",8744.0
4771,7.456127132,"(-0.00042, 19.969]",8744.0
4772,7.693782116,"(-0.00042, 19.969]",8744.0
4773,7.373427894,"(-0.00042, 19.969]",8744.0
4774,7.550227286,"(-0.00042, 19.969]",8744.0
4775,7.485457013,"(-0.00042, 19.969]",8744.0
4776,7.64601779,"(-0.00042, 19.969]",8744.0
4777,7.427079472,"(-0.00042, 19.969]",8744.0
4778,7.496188056,"(-0.00042, 19.969]",8744.0
4779,7.414833454,"(-0.00042, 19.969]",8744.0
4780,6.677481144,"(-0.00042, 19.969]",8744.0
4781,6.447492771,"(-0.00042, 19.969]",8744.0
4782,6.168528586,"(-0.00042, 19.969]",8744.0
4783,5.896828979,"(-0.00042, 19.969]",8744.0
4784,3.059851846,"(-0.00042, 19.969]",8744.0
4785,3.235686957,"(-0.00042, 19.969]",8744.0
4786,3.463899695,"(-0.00042, 19.969]",8744.0
4787,3.451203447,"(-0.00042, 19.969]",8744.0
4788,3.696632323,"(-0.00042, 19.969]",8744.0
4789,5.050530628,"(-0.00042, 19.969]",8744.0
4790,5.172018258,"(-0.00042, 19.969]",8744.0
4791,4.933417486,"(-0.00042, 19.969]",8744.0
4792,4.926836247,"(-0.00042, 19.969]",8744.0
4793,5.150624609,"(-0.00042, 19.969]",8744.0
4794,5.57448117,"(-0.00042, 19.969]",8744.0
4795,5.294388074,"(-0.00042, 19.969]",8744.0
4796,5.379353875,"(-0.00042, 19.969]",8744.0
4797,5.890915802,"(-0.00042, 19.969]",8744.0
4798,5.758395321,"(-0.00042, 19.969]",8744.0
4799,5.686768741,"(-0.00042, 19.969]",8744.0
4800,5.550839513,"(-0.00042, 19.969]",8744.0
4801,5.506082203,"(-0.00042, 19.969]",8744.0
4802,5.739004065,"(-0.00042, 19.969]",8744.0
4803,5.551834126,"(-0.00042, 19.969]",8744.0
4804,5.453220474,"(-0.00042, 19.969]",8744.0
4805,5.362384985,"(-0.00042, 19.969]",8744.0
4806,5.97399876,"(-0.00042, 19.969]",8744.0
4807,5.831467966,"(-0.00042, 19.969]",8744.0
4808,5.709022602,"(-0.00042, 19.969]",8744.0
4809,5.875169856,"(-0.00042, 19.969]",8744.0
4810,6.193553617,"(-0.00042, 19.969]",8744.0
4811,6.268060426,"(-0.00042, 19.969]",8744.0
4812,6.765210491,"(-0.00042, 19.969]",8744.0
4813,7.028822488,"(-0.00042, 19.969]",8744.0
4814,7.840769957,"(-0.00042, 19.969]",8744.0
4815,7.480709638,"(-0.00042, 19.969]",8744.0
4816,8.408403084,"(-0.00042, 19.969]",8744.0
4817,8.628358297,"(-0.00042, 19.969]",8744.0
4818,9.021132432,"(-0.00042, 19.969]",8744.0
4819,9.282899729,"(-0.00042, 19.969]",8744.0
4820,9.387829234,"(-0.00042, 19.969]",8744.0
4821,9.64001268,"(-0.00042, 19.969]",8744.0
4822,9.625337632,"(-0.00042, 19.969]",8744.0
4823,9.157621551,"(-0.00042, 19.969]",8744.0
4824,9.582362538,"(-0.00042, 19.969]",8744.0
4825,9.877379717,"(-0.00042, 19.969]",8744.0
4826,9.104987976,"(-0.00042, 19.969]",8744.0
4827,9.401973781,"(-0.00042, 19.969]",8744.0
4828,8.677687032,"(-0.00042, 19.969]",8744.0
4829,8.230259015,"(-0.00042, 19.969]",8744.0
4830,8.872604307,"(-0.00042, 19.969]",8744.0
4831,8.750116433,"(-0.00042, 19.969]",8744.0
4832,9.340594762,"(-0.00042, 19.969]",8744.0
4833,8.612962755,"(-0.00042, 19.969]",8744.0
4834,9.036666273,"(-0.00042, 19.969]",8744.0
4835,8.952413531,"(-0.00042, 19.969]",8744.0
4836,2.178444772,"(-0.00042, 19.969]",8744.0
4837,2.46455581,"(-0.00042, 19.969]",8744.0
4838,2.878496387,"(-0.00042, 19.969]",8744.0
4839,3.215100133,"(-0.00042, 19.969]",8744.0
4840,3.405053435,"(-0.00042, 19.969]",8744.0
4841,3.641502446,"(-0.00042, 19.969]",8744.0
4842,4.079440621,"(-0.00042, 19.969]",8744.0
4843,4.431482557,"(-0.00042, 19.969]",8744.0
4844,4.686612774,"(-0.00042, 19.969]",8744.0
4845,5.043311221,"(-0.00042, 19.969]",8744.0
4846,5.513392312,"(-0.00042, 19.969]",8744.0
4847,5.762318227,"(-0.00042, 19.969]",8744.0
4848,6.049321454,"(-0.00042, 19.969]",8744.0
4849,6.471435784,"(-0.00042, 19.969]",8744.0
4850,6.521514722,"(-0.00042, 19.969]",8744.0
4851,6.174325442,"(-0.00042, 19.969]",8744.0
4852,6.592316217,"(-0.00042, 19.969]",8744.0
4853,6.365348831,"(-0.00042, 19.969]",8744.0
4854,6.646489957,"(-0.00042, 19.969]",8744.0
4855,6.880001916,"(-0.00042, 19.969]",8744.0
4856,6.892484981,"(-0.00042, 19.969]",8744.0
4857,6.690421638,"(-0.00042, 19.969]",8744.0
4858,6.537992115,"(-0.00042, 19.969]",8744.0
4859,6.388587127,"(-0.00042, 19.969]",8744.0
4860,6.498251684,"(-0.00042, 19.969]",8744.0
4861,6.575619372,"(-0.00042, 19.969]",8744.0
4862,6.47489765,"(-0.00042, 19.969]",8744.0
4863,6.778406129,"(-0.00042, 19.969]",8744.0
4864,6.883012515,"(-0.00042, 19.969]",8744.0
4865,7.215357675,"(-0.00042, 19.969]",8744.0
4866,7.361704582,"(-0.00042, 19.969]",8744.0
4867,7.468379928,"(-0.00042, 19.969]",8744.0
4868,7.404168932,"(-0.00042, 19.969]",8744.0
4869,7.248012993,"(-0.00042, 19.969]",8744.0
4870,7.16667249,"(-0.00042, 19.969]",8744.0
4871,7.573033273,"(-0.00042, 19.969]",8744.0
4872,7.48906561,"(-0.00042, 19.969]",8744.0
4873,7.566965198,"(-0.00042, 19.969]",8744.0
4874,7.734648761,"(-0.00042, 19.969]",8744.0
4875,7.765755082,"(-0.00042, 19.969]",8744.0
4876,7.912673166,"(-0.00042, 19.969]",8744.0
4877,7.904432663,"(-0.00042, 19.969]",8744.0
4878,7.932323042,"(-0.00042, 19.969]",8744.0
4879,8.17175128,"(-0.00042, 19.969]",8744.0
4880,8.216487201,"(-0.00042, 19.969]",8744.0
4881,8.166090128,"(-0.00042, 19.969]",8744.0
4882,8.072145596,"(-0.00042, 19.969]",8744.0
4883,7.917347216,"(-0.00042, 19.969]",8744.0
4884,7.60176497,"(-0.00042, 19.969]",8744.0
4885,6.795651486,"(-0.00042, 19.969]",8744.0
4886,6.83837457,"(-0.00042, 19.969]",8744.0
4887,6.702557614,"(-0.00042, 19.969]",8744.0
4888,0.902679123,"(-0.00042, 19.969]",8744.0
4889,1.289731615,"(-0.00042, 19.969]",8744.0
4890,1.262774901,"(-0.00042, 19.969]",8744.0
4891,1.404915821,"(-0.00042, 19.969]",8744.0
4892,2.344241259,"(-0.00042, 19.969]",8744.0
4893,1.700154545,"(-0.00042, 19.969]",8744.0
4894,1.974241851,"(-0.00042, 19.969]",8744.0
4895,2.144633462,"(-0.00042, 19.969]",8744.0
4896,2.129374472,"(-0.00042, 19.969]",8744.0
4897,2.315557288,"(-0.00042, 19.969]",8744.0
4898,2.672260032,"(-0.00042, 19.969]",8744.0
4899,3.035152448,"(-0.00042, 19.969]",8744.0
4900,3.266688725,"(-0.00042, 19.969]",8744.0
4901,4.242373011,"(-0.00042, 19.969]",8744.0
4902,3.827924236,"(-0.00042, 19.969]",8744.0
4903,4.067765027,"(-0.00042, 19.969]",8744.0
4904,3.573933757,"(-0.00042, 19.969]",8744.0
4905,3.61643227,"(-0.00042, 19.969]",8744.0
4906,4.383886128,"(-0.00042, 19.969]",8744.0
4907,4.057131152,"(-0.00042, 19.969]",8744.0
4908,3.962698078,"(-0.00042, 19.969]",8744.0
4909,3.429068122,"(-0.00042, 19.969]",8744.0
4910,2.826795146,"(-0.00042, 19.969]",8744.0
4911,2.878549179,"(-0.00042, 19.969]",8744.0
4912,2.25659064,"(-0.00042, 19.969]",8744.0
4913,2.183285881,"(-0.00042, 19.969]",8744.0
4914,1.948260553,"(-0.00042, 19.969]",8744.0
4915,2.290119969,"(-0.00042, 19.969]",8744.0
4916,1.921891445,"(-0.00042, 19.969]",8744.0
4917,2.833359299,"(-0.00042, 19.969]",8744.0
4918,3.332520502,"(-0.00042, 19.969]",8744.0
4919,3.397173865,"(-0.00042, 19.969]",8744.0
4920,3.341555498,"(-0.00042, 19.969]",8744.0
4921,3.447637139,"(-0.00042, 19.969]",8744.0
4922,3.508988204,"(-0.00042, 19.969]",8744.0
4923,3.912452419,"(-0.00042, 19.969]",8744.0
4924,4.063043767,"(-0.00042, 19.969]",8744.0
4925,4.19508427,"(-0.00042, 19.969]",8744.0
4926,3.805001212,"(-0.00042, 19.969]",8744.0
4927,3.796215188,"(-0.00042, 19.969]",8744.0
4928,3.985086057,"(-0.00042, 19.969]",8744.0
4929,4.078579006,"(-0.00042, 19.969]",8744.0
4930,3.93866406,"(-0.00042, 19.969]",8744.0
4931,4.085163419,"(-0.00042, 19.969]",8744.0
4932,4.067723683,"(-0.00042, 19.969]",8744.0
4933,4.026818344,"(-0.00042, 19.969]",8744.0
4934,4.530808785,"(-0.00042, 19.969]",8744.0
4935,5.062906364,"(-0.00042, 19.969]",8744.0
4936,4.476814921,"(-0.00042, 19.969]",8744.0
4937,3.204231319,"(-0.00042, 19.969]",8744.0
4938,2.672410756,"(-0.00042, 19.969]",8744.0
4939,2.872655693,"(-0.00042, 19.969]",8744.0
4940,0.881991706,"(-0.00042, 19.969]",8744.0
4941,1.098309385,"(-0.00042, 19.969]",8744.0
4942,1.112048691,"(-0.00042, 19.969]",8744.0
4943,1.221853887,"(-0.00042, 19.969]",8744.0
4944,1.171644998,"(-0.00042, 19.969]",8744.0
4945,1.261343972,"(-0.00042, 19.969]",8744.0
4946,1.319801048,"(-0.00042, 19.969]",8744.0
4947,1.107199847,"(-0.00042, 19.969]",8744.0
4948,1.109071335,"(-0.00042, 19.969]",8744.0
4949,1.225297021,"(-0.00042, 19.969]",8744.0
4950,1.033471485,"(-0.00042, 19.969]",8744.0
4951,1.053142429,"(-0.00042, 19.969]",8744.0
4952,1.174026879,"(-0.00042, 19.969]",8744.0
