,CO2 per cápita (toneladas métricas),intervalos,frecuencias
698,0.036172651,"(-0.00042, 19.969]",8744.0
699,0.045769938,"(-0.00042, 19.969]",8744.0
700,0.047575832,"(-0.00042, 19.969]",8744.0
701,0.048388881,"(-0.00042, 19.969]",8744.0
702,0.049027749,"(-0.00042, 19.969]",8744.0
703,0.052400265,"(-0.00042, 19.969]",8744.0
704,0.048577138,"(-0.00042, 19.969]",8744.0
705,0.055127945,"(-0.00042, 19.969]",8744.0
706,0.052263073,"(-0.00042, 19.969]",8744.0
707,0.058575946,"(-0.00042, 19.969]",8744.0
708,0.052251256,"(-0.00042, 19.969]",8744.0
709,0.054214014,"(-0.00042, 19.969]",8744.0
710,0.054400843,"(-0.00042, 19.969]",8744.0
711,0.051722143,"(-0.00042, 19.969]",8744.0
712,0.05037235,"(-0.00042, 19.969]",8744.0
713,0.047405324,"(-0.00042, 19.969]",8744.0
714,0.045049693,"(-0.00042, 19.969]",8744.0
715,0.043182164,"(-0.00042, 19.969]",8744.0
716,0.042809203,"(-0.00042, 19.969]",8744.0
717,0.029561001,"(-0.00042, 19.969]",8744.0
718,0.029705089,"(-0.00042, 19.969]",8744.0
719,0.021800204,"(-0.00042, 19.969]",8744.0
720,0.025845471,"(-0.00042, 19.969]",8744.0
721,0.019411377,"(-0.00042, 19.969]",8744.0
722,0.022756803,"(-0.00042, 19.969]",8744.0
723,0.02196433,"(-0.00042, 19.969]",8744.0
724,0.021615102,"(-0.00042, 19.969]",8744.0
725,0.020867637,"(-0.00042, 19.969]",8744.0
726,0.020542078,"(-0.00042, 19.969]",8744.0
727,0.021349926,"(-0.00042, 19.969]",8744.0
728,9.941594074,"(-0.00042, 19.969]",8744.0
729,10.103871995,"(-0.00042, 19.969]",8744.0
730,10.64118963,"(-0.00042, 19.969]",8744.0
731,11.38692874,"(-0.00042, 19.969]",8744.0
732,11.053654717,"(-0.00042, 19.969]",8744.0
733,11.141655555,"(-0.00042, 19.969]",8744.0
734,11.042019428,"(-0.00042, 19.969]",8744.0
735,11.217256754,"(-0.00042, 19.969]",8744.0
736,12.325687126,"(-0.00042, 19.969]",8744.0
737,12.815449607,"(-0.00042, 19.969]",8744.0
738,13.01017881,"(-0.00042, 19.969]",8744.0
739,12.563425176,"(-0.00042, 19.969]",8744.0
740,13.472695257,"(-0.00042, 19.969]",8744.0
741,14.255486403,"(-0.00042, 19.969]",8744.0
742,13.836965546,"(-0.00042, 19.969]",8744.0
743,12.458303897,"(-0.00042, 19.969]",8744.0
744,13.241679786,"(-0.00042, 19.969]",8744.0
745,12.875438717,"(-0.00042, 19.969]",8744.0
746,13.807057936,"(-0.00042, 19.969]",8744.0
747,14.239233815,"(-0.00042, 19.969]",8744.0
748,13.723296274,"(-0.00042, 19.969]",8744.0
749,12.57955507,"(-0.00042, 19.969]",8744.0
750,11.926684782,"(-0.00042, 19.969]",8744.0
751,10.312079424,"(-0.00042, 19.969]",8744.0
752,10.696966385,"(-0.00042, 19.969]",8744.0
753,10.59744025,"(-0.00042, 19.969]",8744.0
754,10.431541714,"(-0.00042, 19.969]",8744.0
755,10.447172782,"(-0.00042, 19.969]",8744.0
756,10.135143851,"(-0.00042, 19.969]",8744.0
757,10.813514942,"(-0.00042, 19.969]",8744.0
758,10.639671673,"(-0.00042, 19.969]",8744.0
759,11.090999877,"(-0.00042, 19.969]",8744.0
760,11.146482514,"(-0.00042, 19.969]",8744.0
761,10.675034546,"(-0.00042, 19.969]",8744.0
762,11.105109404,"(-0.00042, 19.969]",8744.0
763,11.081152051,"(-0.00042, 19.969]",8744.0
764,11.623834247,"(-0.00042, 19.969]",8744.0
765,11.328852022,"(-0.00042, 19.969]",8744.0
766,11.601914553,"(-0.00042, 19.969]",8744.0
767,11.253707481,"(-0.00042, 19.969]",8744.0
768,11.207847238,"(-0.00042, 19.969]",8744.0
769,11.113039429,"(-0.00042, 19.969]",8744.0
770,10.364911493,"(-0.00042, 19.969]",8744.0
771,11.04114741,"(-0.00042, 19.969]",8744.0
772,10.64264053,"(-0.00042, 19.969]",8744.0
773,10.335095843,"(-0.00042, 19.969]",8744.0
774,10.122879329,"(-0.00042, 19.969]",8744.0
775,9.71371759,"(-0.00042, 19.969]",8744.0
776,9.699598963,"(-0.00042, 19.969]",8744.0
777,9.634775755,"(-0.00042, 19.969]",8744.0
778,10.012609694,"(-0.00042, 19.969]",8744.0
779,8.849398302,"(-0.00042, 19.969]",8744.0
780,0.066354118,"(-0.00042, 19.969]",8744.0
781,0.052045781,"(-0.00042, 19.969]",8744.0
782,0.054201528,"(-0.00042, 19.969]",8744.0
783,0.047579654,"(-0.00042, 19.969]",8744.0
784,0.055295044,"(-0.00042, 19.969]",8744.0
785,0.057114908,"(-0.00042, 19.969]",8744.0
786,0.042394929,"(-0.00042, 19.969]",8744.0
787,0.052319596,"(-0.00042, 19.969]",8744.0
788,0.055230835,"(-0.00042, 19.969]",8744.0
789,0.070849897,"(-0.00042, 19.969]",8744.0
790,0.097105031,"(-0.00042, 19.969]",8744.0
791,0.0987099,"(-0.00042, 19.969]",8744.0
792,0.127891949,"(-0.00042, 19.969]",8744.0
793,0.122623449,"(-0.00042, 19.969]",8744.0
794,0.127816295,"(-0.00042, 19.969]",8744.0
795,0.135983014,"(-0.00042, 19.969]",8744.0
796,0.077823023,"(-0.00042, 19.969]",8744.0
797,0.086539722,"(-0.00042, 19.969]",8744.0
798,0.103038654,"(-0.00042, 19.969]",8744.0
799,0.101340082,"(-0.00042, 19.969]",8744.0
800,0.139064998,"(-0.00042, 19.969]",8744.0
801,0.112249052,"(-0.00042, 19.969]",8744.0
802,0.127787747,"(-0.00042, 19.969]",8744.0
803,0.114215524,"(-0.00042, 19.969]",8744.0
804,0.123291053,"(-0.00042, 19.969]",8744.0
805,0.173630822,"(-0.00042, 19.969]",8744.0
806,0.15699872,"(-0.00042, 19.969]",8744.0
807,0.118573004,"(-0.00042, 19.969]",8744.0
808,0.119745164,"(-0.00042, 19.969]",8744.0
809,0.132690892,"(-0.00042, 19.969]",8744.0
810,0.142976655,"(-0.00042, 19.969]",8744.0
811,0.159910854,"(-0.00042, 19.969]",8744.0
812,0.168410364,"(-0.00042, 19.969]",8744.0
813,0.202977024,"(-0.00042, 19.969]",8744.0
814,0.218621053,"(-0.00042, 19.969]",8744.0
815,0.221772443,"(-0.00042, 19.969]",8744.0
816,0.204833203,"(-0.00042, 19.969]",8744.0
817,0.191382863,"(-0.00042, 19.969]",8744.0
818,0.185408737,"(-0.00042, 19.969]",8744.0
819,0.231754927,"(-0.00042, 19.969]",8744.0
820,0.230065879,"(-0.00042, 19.969]",8744.0
821,0.252987807,"(-0.00042, 19.969]",8744.0
822,0.280412783,"(-0.00042, 19.969]",8744.0
823,0.307110875,"(-0.00042, 19.969]",8744.0
824,0.316583691,"(-0.00042, 19.969]",8744.0
825,0.292647893,"(-0.00042, 19.969]",8744.0
826,0.458607507,"(-0.00042, 19.969]",8744.0
827,0.516298739,"(-0.00042, 19.969]",8744.0
828,0.500183373,"(-0.00042, 19.969]",8744.0
829,0.514277812,"(-0.00042, 19.969]",8744.0
830,0.541771234,"(-0.00042, 19.969]",8744.0
831,0.509962226,"(-0.00042, 19.969]",8744.0
832,0.009111897,"(-0.00042, 19.969]",8744.0
833,0.018729909,"(-0.00042, 19.969]",8744.0
834,0.01700312,"(-0.00042, 19.969]",8744.0
835,0.017504214,"(-0.00042, 19.969]",8744.0
836,0.021575276,"(-0.00042, 19.969]",8744.0
837,0.019841275,"(-0.00042, 19.969]",8744.0
838,0.019533659,"(-0.00042, 19.969]",8744.0
839,0.019216847,"(-0.00042, 19.969]",8744.0
840,0.018894966,"(-0.00042, 19.969]",8744.0
841,0.021889876,"(-0.00042, 19.969]",8744.0
842,0.025426355,"(-0.00042, 19.969]",8744.0
843,0.026268923,"(-0.00042, 19.969]",8744.0
844,0.027698414,"(-0.00042, 19.969]",8744.0
845,0.028443195,"(-0.00042, 19.969]",8744.0
846,0.033998428,"(-0.00042, 19.969]",8744.0
847,0.035749173,"(-0.00042, 19.969]",8744.0
848,0.033314914,"(-0.00042, 19.969]",8744.0
849,0.038968347,"(-0.00042, 19.969]",8744.0
850,0.053341694,"(-0.00042, 19.969]",8744.0
851,0.061009863,"(-0.00042, 19.969]",8744.0
852,0.063420218,"(-0.00042, 19.969]",8744.0
853,0.079795475,"(-0.00042, 19.969]",8744.0
854,0.080427272,"(-0.00042, 19.969]",8744.0
855,0.080923788,"(-0.00042, 19.969]",8744.0
856,0.061836929,"(-0.00042, 19.969]",8744.0
857,0.061686779,"(-0.00042, 19.969]",8744.0
858,0.060571905,"(-0.00042, 19.969]",8744.0
859,0.063518694,"(-0.00042, 19.969]",8744.0
860,0.06626337,"(-0.00042, 19.969]",8744.0
861,0.095737151,"(-0.00042, 19.969]",8744.0
862,0.066589241,"(-0.00042, 19.969]",8744.0
863,0.069287377,"(-0.00042, 19.969]",8744.0
864,0.067840823,"(-0.00042, 19.969]",8744.0
865,0.06564342,"(-0.00042, 19.969]",8744.0
866,0.065745056,"(-0.00042, 19.969]",8744.0
867,0.062147146,"(-0.00042, 19.969]",8744.0
868,0.068229445,"(-0.00042, 19.969]",8744.0
869,0.075638155,"(-0.00042, 19.969]",8744.0
870,0.07856119,"(-0.00042, 19.969]",8744.0
871,0.082550446,"(-0.00042, 19.969]",8744.0
872,0.089716835,"(-0.00042, 19.969]",8744.0
873,0.08351019,"(-0.00042, 19.969]",8744.0
874,0.081747564,"(-0.00042, 19.969]",8744.0
875,0.085214387,"(-0.00042, 19.969]",8744.0
876,0.084722421,"(-0.00042, 19.969]",8744.0
877,0.083875351,"(-0.00042, 19.969]",8744.0
878,0.098340164,"(-0.00042, 19.969]",8744.0
879,0.115429246,"(-0.00042, 19.969]",8744.0
880,0.115427271,"(-0.00042, 19.969]",8744.0
881,0.109774087,"(-0.00042, 19.969]",8744.0
882,0.1076731,"(-0.00042, 19.969]",8744.0
883,0.11998056,"(-0.00042, 19.969]",8744.0
896,0.05192953,"(-0.00042, 19.969]",8744.0
897,0.066334334,"(-0.00042, 19.969]",8744.0
898,0.066736729,"(-0.00042, 19.969]",8744.0
899,0.068350464,"(-0.00042, 19.969]",8744.0
900,0.076376762,"(-0.00042, 19.969]",8744.0
901,0.077652827,"(-0.00042, 19.969]",8744.0
902,0.078202389,"(-0.00042, 19.969]",8744.0
903,0.08400439,"(-0.00042, 19.969]",8744.0
904,0.093878675,"(-0.00042, 19.969]",8744.0
905,0.09487752,"(-0.00042, 19.969]",8744.0
906,0.100143152,"(-0.00042, 19.969]",8744.0
907,0.093399511,"(-0.00042, 19.969]",8744.0
908,0.10074583,"(-0.00042, 19.969]",8744.0
909,0.110031468,"(-0.00042, 19.969]",8744.0
910,0.11996804,"(-0.00042, 19.969]",8744.0
911,0.120864332,"(-0.00042, 19.969]",8744.0
912,0.134411176,"(-0.00042, 19.969]",8744.0
913,0.130117492,"(-0.00042, 19.969]",8744.0
914,0.14656494,"(-0.00042, 19.969]",8744.0
915,0.146903476,"(-0.00042, 19.969]",8744.0
916,0.159912482,"(-0.00042, 19.969]",8744.0
917,0.153445767,"(-0.00042, 19.969]",8744.0
918,0.163650969,"(-0.00042, 19.969]",8744.0
919,0.192658144,"(-0.00042, 19.969]",8744.0
920,0.198614945,"(-0.00042, 19.969]",8744.0
921,0.202825216,"(-0.00042, 19.969]",8744.0
922,0.190602088,"(-0.00042, 19.969]",8744.0
923,0.196015725,"(-0.00042, 19.969]",8744.0
924,0.212287044,"(-0.00042, 19.969]",8744.0
925,0.242619016,"(-0.00042, 19.969]",8744.0
926,0.247430419,"(-0.00042, 19.969]",8744.0
927,0.24446636,"(-0.00042, 19.969]",8744.0
928,0.282229562,"(-0.00042, 19.969]",8744.0
929,0.262742269,"(-0.00042, 19.969]",8744.0
930,0.332345776,"(-0.00042, 19.969]",8744.0
931,0.319840389,"(-0.00042, 19.969]",8744.0
932,0.334439662,"(-0.00042, 19.969]",8744.0
933,0.352155282,"(-0.00042, 19.969]",8744.0
934,0.370359878,"(-0.00042, 19.969]",8744.0
935,0.372017166,"(-0.00042, 19.969]",8744.0
936,2.833901121,"(-0.00042, 19.969]",8744.0
937,3.269920074,"(-0.00042, 19.969]",8744.0
938,3.835891818,"(-0.00042, 19.969]",8744.0
939,4.259780927,"(-0.00042, 19.969]",8744.0
940,5.262987916,"(-0.00042, 19.969]",8744.0
941,5.645651942,"(-0.00042, 19.969]",8744.0
942,5.905436715,"(-0.00042, 19.969]",8744.0
943,6.638369161,"(-0.00042, 19.969]",8744.0
944,7.112214403,"(-0.00042, 19.969]",8744.0
945,7.869932816,"(-0.00042, 19.969]",8744.0
946,7.213424372,"(-0.00042, 19.969]",8744.0
947,7.532552676,"(-0.00042, 19.969]",8744.0
948,7.715656701,"(-0.00042, 19.969]",8744.0
949,7.983550221,"(-0.00042, 19.969]",8744.0
950,8.210958036,"(-0.00042, 19.969]",8744.0
951,8.377877479,"(-0.00042, 19.969]",8744.0
952,8.347946173,"(-0.00042, 19.969]",8744.0
953,8.628766462,"(-0.00042, 19.969]",8744.0
954,9.236529547,"(-0.00042, 19.969]",8744.0
955,8.968132006,"(-0.00042, 19.969]",8744.0
956,8.744238667,"(-0.00042, 19.969]",8744.0
957,9.03643153,"(-0.00042, 19.969]",8744.0
958,10.107275314,"(-0.00042, 19.969]",8744.0
959,10.10833662,"(-0.00042, 19.969]",8744.0
960,9.749961471,"(-0.00042, 19.969]",8744.0
961,9.992783476,"(-0.00042, 19.969]",8744.0
962,10.217299938,"(-0.00042, 19.969]",8744.0
963,10.214134001,"(-0.00042, 19.969]",8744.0
964,9.718843491,"(-0.00042, 19.969]",8744.0
965,9.771261867,"(-0.00042, 19.969]",8744.0
966,8.690224309,"(-0.00042, 19.969]",8744.0
967,6.73939778,"(-0.00042, 19.969]",8744.0
968,6.376764779,"(-0.00042, 19.969]",8744.0
969,8.035332854,"(-0.00042, 19.969]",8744.0
970,6.436235483,"(-0.00042, 19.969]",8744.0
971,6.900326395,"(-0.00042, 19.969]",8744.0
972,6.763241038,"(-0.00042, 19.969]",8744.0
973,6.209849583,"(-0.00042, 19.969]",8744.0
974,5.934325293,"(-0.00042, 19.969]",8744.0
975,5.356718076,"(-0.00042, 19.969]",8744.0
976,5.328034342,"(-0.00042, 19.969]",8744.0
977,5.792010306,"(-0.00042, 19.969]",8744.0
978,5.672606662,"(-0.00042, 19.969]",8744.0
979,6.046861677,"(-0.00042, 19.969]",8744.0
980,6.012888437,"(-0.00042, 19.969]",8744.0
981,6.18991912,"(-0.00042, 19.969]",8744.0
982,6.357101164,"(-0.00042, 19.969]",8744.0
983,6.916687364,"(-0.00042, 19.969]",8744.0
984,6.778939404,"(-0.00042, 19.969]",8744.0
985,5.729715977,"(-0.00042, 19.969]",8744.0
986,5.966883548,"(-0.00042, 19.969]",8744.0
987,6.71438251,"(-0.00042, 19.969]",8744.0
988,3.542864352,"(-0.00042, 19.969]",8744.0
989,10.547396441,"(-0.00042, 19.969]",8744.0
990,9.193608577,"(-0.00042, 19.969]",8744.0
991,6.714155733,"(-0.00042, 19.969]",8744.0
992,8.747480495,"(-0.00042, 19.969]",8744.0
993,6.557022226,"(-0.00042, 19.969]",8744.0
994,3.384358282,"(-0.00042, 19.969]",8744.0
995,5.121012421,"(-0.00042, 19.969]",8744.0
996,5.492662463,"(-0.00042, 19.969]",8744.0
997,6.162905812,"(-0.00042, 19.969]",8744.0
998,12.165859541,"(-0.00042, 19.969]",8744.0
999,13.767358973,"(-0.00042, 19.969]",8744.0
1000,16.03597749,"(-0.00042, 19.969]",8744.0
1001,23.023855582,"(19.969, 39.937]",216.0
1002,21.437215187,"(19.969, 39.937]",216.0
1003,21.574147124,"(19.969, 39.937]",216.0
1004,23.163970928,"(19.969, 39.937]",216.0
1005,24.63321967,"(19.969, 39.937]",216.0
1006,24.00754843,"(19.969, 39.937]",216.0
1007,23.724381543,"(19.969, 39.937]",216.0
1008,21.916291101,"(19.969, 39.937]",216.0
1009,22.788573338,"(19.969, 39.937]",216.0
1010,25.491802047,"(19.969, 39.937]",216.0
1011,20.756237278,"(19.969, 39.937]",216.0
1012,22.611289146,"(19.969, 39.937]",216.0
1013,24.305322763,"(19.969, 39.937]",216.0
1014,25.403301598,"(19.969, 39.937]",216.0
1015,25.456997198,"(19.969, 39.937]",216.0
1016,26.14472041,"(19.969, 39.937]",216.0
1017,24.397074779,"(19.969, 39.937]",216.0
1018,25.538806801,"(19.969, 39.937]",216.0
1019,24.204240524,"(19.969, 39.937]",216.0
1020,21.914398525,"(19.969, 39.937]",216.0
1021,29.311794837,"(19.969, 39.937]",216.0
1022,29.080863005,"(19.969, 39.937]",216.0
1023,28.419851702,"(19.969, 39.937]",216.0
1024,26.940217813,"(19.969, 39.937]",216.0
1025,28.969983306,"(19.969, 39.937]",216.0
1026,29.778422274,"(19.969, 39.937]",216.0
1027,28.115970567,"(19.969, 39.937]",216.0
1028,27.956644248,"(19.969, 39.937]",216.0
1029,20.042317306,"(19.969, 39.937]",216.0
1030,21.642107077,"(19.969, 39.937]",216.0
1031,21.623693695,"(19.969, 39.937]",216.0
1032,21.670994283,"(19.969, 39.937]",216.0
1033,22.153905243,"(19.969, 39.937]",216.0
1034,20.01475859,"(19.969, 39.937]",216.0
1035,21.443295525,"(19.969, 39.937]",216.0
1036,21.519995483,"(19.969, 39.937]",216.0
1037,18.136233742,"(-0.00042, 19.969]",8744.0
1038,18.435024764,"(-0.00042, 19.969]",8744.0
1039,17.947329814,"(-0.00042, 19.969]",8744.0
1040,3.74983109,"(-0.00042, 19.969]",8744.0
1041,4.746698752,"(-0.00042, 19.969]",8744.0
1042,5.996432199,"(-0.00042, 19.969]",8744.0
1043,5.55819871,"(-0.00042, 19.969]",8744.0
1044,8.118596528,"(-0.00042, 19.969]",8744.0
1045,9.399945733,"(-0.00042, 19.969]",8744.0
1046,7.466084556,"(-0.00042, 19.969]",8744.0
1047,11.173504492,"(-0.00042, 19.969]",8744.0
1048,10.286990399,"(-0.00042, 19.969]",8744.0
1049,10.62704414,"(-0.00042, 19.969]",8744.0
1050,15.200134628,"(-0.00042, 19.969]",8744.0
1051,38.722770854,"(19.969, 39.937]",216.0
1052,36.495974,"(19.969, 39.937]",216.0
1053,43.38030955,"(39.937, 59.904]",36.0
1054,39.919636731,"(19.969, 39.937]",216.0
1055,43.701448523,"(39.937, 59.904]",36.0
1056,33.513496281,"(19.969, 39.937]",216.0
1057,49.298136142,"(39.937, 59.904]",36.0
1058,32.791926992,"(19.969, 39.937]",216.0
1059,33.637629952,"(19.969, 39.937]",216.0
1060,37.930281022,"(19.969, 39.937]",216.0
1061,13.006202299,"(-0.00042, 19.969]",8744.0
1062,10.271428896,"(-0.00042, 19.969]",8744.0
1063,8.956413615,"(-0.00042, 19.969]",8744.0
1064,8.066838829,"(-0.00042, 19.969]",8744.0
1065,6.437609722,"(-0.00042, 19.969]",8744.0
1066,5.903831357,"(-0.00042, 19.969]",8744.0
1067,5.845721493,"(-0.00042, 19.969]",8744.0
1068,6.220877629,"(-0.00042, 19.969]",8744.0
1069,7.731341446,"(-0.00042, 19.969]",8744.0
1070,7.610436221,"(-0.00042, 19.969]",8744.0
1071,6.825147348,"(-0.00042, 19.969]",8744.0
1072,6.737845363,"(-0.00042, 19.969]",8744.0
1073,6.274733096,"(-0.00042, 19.969]",8744.0
1074,6.113815363,"(-0.00042, 19.969]",8744.0
1075,6.008020675,"(-0.00042, 19.969]",8744.0
1076,5.879253115,"(-0.00042, 19.969]",8744.0
1077,4.753575312,"(-0.00042, 19.969]",8744.0
1078,5.790252849,"(-0.00042, 19.969]",8744.0
1079,5.708374777,"(-0.00042, 19.969]",8744.0
1080,5.600991638,"(-0.00042, 19.969]",8744.0
1081,5.177430741,"(-0.00042, 19.969]",8744.0
1082,5.100139082,"(-0.00042, 19.969]",8744.0
1083,4.807931416,"(-0.00042, 19.969]",8744.0
1084,5.343508847,"(-0.00042, 19.969]",8744.0
1085,4.856024274,"(-0.00042, 19.969]",8744.0
1086,4.531865599,"(-0.00042, 19.969]",8744.0
1087,4.521353712,"(-0.00042, 19.969]",8744.0
1088,2.99808943,"(-0.00042, 19.969]",8744.0
1089,4.630520322,"(-0.00042, 19.969]",8744.0
1090,6.829321287,"(-0.00042, 19.969]",8744.0
1091,5.199844019,"(-0.00042, 19.969]",8744.0
1124,0.961686462,"(-0.00042, 19.969]",8744.0
1125,0.711941344,"(-0.00042, 19.969]",8744.0
1126,0.809223407,"(-0.00042, 19.969]",8744.0
1127,0.883835858,"(-0.00042, 19.969]",8744.0
1128,1.117234098,"(-0.00042, 19.969]",8744.0
1129,2.220951782,"(-0.00042, 19.969]",8744.0
1130,2.805680397,"(-0.00042, 19.969]",8744.0
1131,2.742215454,"(-0.00042, 19.969]",8744.0
1132,3.635213155,"(-0.00042, 19.969]",8744.0
1133,3.516694138,"(-0.00042, 19.969]",8744.0
1134,3.755251294,"(-0.00042, 19.969]",8744.0
1135,3.795422854,"(-0.00042, 19.969]",8744.0
1136,4.080225109,"(-0.00042, 19.969]",8744.0
1137,4.227205673,"(-0.00042, 19.969]",8744.0
1138,4.575983248,"(-0.00042, 19.969]",8744.0
1139,4.580386562,"(-0.00042, 19.969]",8744.0
1140,5.231546645,"(-0.00042, 19.969]",8744.0
1141,5.37188996,"(-0.00042, 19.969]",8744.0
1142,5.513993843,"(-0.00042, 19.969]",8744.0
1143,6.19665215,"(-0.00042, 19.969]",8744.0
1176,8.563751566,"(-0.00042, 19.969]",8744.0
1177,7.271325422,"(-0.00042, 19.969]",8744.0
1178,6.445128092,"(-0.00042, 19.969]",8744.0
1179,6.093680596,"(-0.00042, 19.969]",8744.0
1180,5.920977854,"(-0.00042, 19.969]",8744.0
1181,5.883075714,"(-0.00042, 19.969]",8744.0
1182,5.72028692,"(-0.00042, 19.969]",8744.0
1183,5.562438864,"(-0.00042, 19.969]",8744.0
1184,5.34418061,"(-0.00042, 19.969]",8744.0
1185,5.297721696,"(-0.00042, 19.969]",8744.0
1186,5.310737861,"(-0.00042, 19.969]",8744.0
1187,5.483469429,"(-0.00042, 19.969]",8744.0
1188,5.964810791,"(-0.00042, 19.969]",8744.0
1189,6.112425644,"(-0.00042, 19.969]",8744.0
1190,6.437868284,"(-0.00042, 19.969]",8744.0
1191,6.305628975,"(-0.00042, 19.969]",8744.0
1192,6.592748741,"(-0.00042, 19.969]",8744.0
1193,6.341938992,"(-0.00042, 19.969]",8744.0
1194,6.556549631,"(-0.00042, 19.969]",8744.0
1195,6.682510398,"(-0.00042, 19.969]",8744.0
1196,0.47795108,"(-0.00042, 19.969]",8744.0
1197,0.38721872,"(-0.00042, 19.969]",8744.0
1198,0.715409338,"(-0.00042, 19.969]",8744.0
1199,0.622356888,"(-0.00042, 19.969]",8744.0
1200,0.818288542,"(-0.00042, 19.969]",8744.0
1201,0.794762582,"(-0.00042, 19.969]",8744.0
1202,0.737799971,"(-0.00042, 19.969]",8744.0
1203,1.073753982,"(-0.00042, 19.969]",8744.0
1204,0.884672715,"(-0.00042, 19.969]",8744.0
1205,1.13767399,"(-0.00042, 19.969]",8744.0
1206,0.990440256,"(-0.00042, 19.969]",8744.0
1207,1.146010962,"(-0.00042, 19.969]",8744.0
1208,1.240137478,"(-0.00042, 19.969]",8744.0
1209,1.13446873,"(-0.00042, 19.969]",8744.0
1210,1.172939546,"(-0.00042, 19.969]",8744.0
1211,1.320836554,"(-0.00042, 19.969]",8744.0
1212,1.302423323,"(-0.00042, 19.969]",8744.0
1213,1.44548182,"(-0.00042, 19.969]",8744.0
1214,1.556810005,"(-0.00042, 19.969]",8744.0
1215,1.479173154,"(-0.00042, 19.969]",8744.0
1216,1.322807334,"(-0.00042, 19.969]",8744.0
1217,1.242494884,"(-0.00042, 19.969]",8744.0
1218,1.13763218,"(-0.00042, 19.969]",8744.0
1219,1.106077525,"(-0.00042, 19.969]",8744.0
1220,1.074883686,"(-0.00042, 19.969]",8744.0
1221,1.156249242,"(-0.00042, 19.969]",8744.0
1222,1.2110161,"(-0.00042, 19.969]",8744.0
1223,1.304188704,"(-0.00042, 19.969]",8744.0
1224,1.392855746,"(-0.00042, 19.969]",8744.0
1225,1.638927345,"(-0.00042, 19.969]",8744.0
1226,1.66191243,"(-0.00042, 19.969]",8744.0
1227,1.880247165,"(-0.00042, 19.969]",8744.0
1228,1.830471231,"(-0.00042, 19.969]",8744.0
1229,1.911297219,"(-0.00042, 19.969]",8744.0
1230,1.854609824,"(-0.00042, 19.969]",8744.0
1231,1.824977532,"(-0.00042, 19.969]",8744.0
1232,1.441579228,"(-0.00042, 19.969]",8744.0
1233,1.754007076,"(-0.00042, 19.969]",8744.0
1234,1.608270478,"(-0.00042, 19.969]",8744.0
1235,2.516015128,"(-0.00042, 19.969]",8744.0
1236,2.7875558,"(-0.00042, 19.969]",8744.0
1237,2.789916428,"(-0.00042, 19.969]",8744.0
1238,1.398540057,"(-0.00042, 19.969]",8744.0
1239,1.430654846,"(-0.00042, 19.969]",8744.0
1240,1.434471268,"(-0.00042, 19.969]",8744.0
1241,1.462766389,"(-0.00042, 19.969]",8744.0
1242,1.488235638,"(-0.00042, 19.969]",8744.0
1243,1.536093806,"(-0.00042, 19.969]",8744.0
1244,1.473195826,"(-0.00042, 19.969]",8744.0
1245,1.495185156,"(-0.00042, 19.969]",8744.0
1246,1.721708659,"(-0.00042, 19.969]",8744.0
1247,1.670904302,"(-0.00042, 19.969]",8744.0
1248,3.551373874,"(-0.00042, 19.969]",8744.0
1249,3.868483516,"(-0.00042, 19.969]",8744.0
1250,3.383712446,"(-0.00042, 19.969]",8744.0
1251,3.151928721,"(-0.00042, 19.969]",8744.0
1252,4.124437628,"(-0.00042, 19.969]",8744.0
1253,3.586487026,"(-0.00042, 19.969]",8744.0
1254,3.954607843,"(-0.00042, 19.969]",8744.0
1255,4.090115385,"(-0.00042, 19.969]",8744.0
1256,4.220509434,"(-0.00042, 19.969]",8744.0
1257,3.667,"(-0.00042, 19.969]",8744.0
1258,4.133709091,"(-0.00042, 19.969]",8744.0
1259,4.231153846,"(-0.00042, 19.969]",8744.0
1260,4.668321033,"(-0.00042, 19.969]",8744.0
1261,7.906542751,"(-0.00042, 19.969]",8744.0
1262,8.30911985,"(-0.00042, 19.969]",8744.0
1263,8.648584906,"(-0.00042, 19.969]",8744.0
1264,8.822857143,"(-0.00042, 19.969]",8744.0
1265,8.515131086,"(-0.00042, 19.969]",8744.0
1266,7.936044776,"(-0.00042, 19.969]",8744.0
1267,8.588141264,"(-0.00042, 19.969]",8744.0
1268,7.981946223,"(-0.00042, 19.969]",8744.0
1269,7.0608901,"(-0.00042, 19.969]",8744.0
1270,7.142347022,"(-0.00042, 19.969]",8744.0
1271,8.064384051,"(-0.00042, 19.969]",8744.0
1272,7.863938465,"(-0.00042, 19.969]",8744.0
1273,7.92718549,"(-0.00042, 19.969]",8744.0
1274,7.412986651,"(-0.00042, 19.969]",8744.0
1275,9.952099431,"(-0.00042, 19.969]",8744.0
1276,11.124119492,"(-0.00042, 19.969]",8744.0
1277,13.336585034,"(-0.00042, 19.969]",8744.0
